source,target,synapses,type
PVPR,HSNR,2,chemical
PVPR,HSNR,1,electrical
PVPR,PHAL,7,electrical
PVPR,PQR,10,electrical
PVPR,PVCL,6,chemical
PVPR,PVCR,13,chemical
PVPR,PVNL,6,electrical
PVPR,PVNR,2,electrical
PVPR,PVPL,2,electrical
PVPR,PVQR,1,chemical
PVPR,PVT,17,electrical
PVPR,PVWL,1,electrical
PVPR,RIAR,2,chemical
PVPR,RIGR,2,chemical
PVPR,RMGR,3,electrical
PVPR,URXR,1,chemical
PVPR,VC1,1,electrical
PVPR,VC6,1,electrical
PVPR,VD12,35,electrical
PVQL,ADAL,4,electrical
PVQL,AIAL,10,chemical
PVQL,ASJL,3,chemical
PVQL,ASJL,1,electrical
PVQL,ASKL,12,chemical
PVQL,ASKL,8,electrical
PVQL,AVFR,2,electrical
PVQL,AVG,1,electrical
PVQL,AVHR,1,chemical
PVQL,AVHR,3,electrical
PVQL,AVKR,2,electrical
PVQL,AWAL,1,chemical
PVQL,DA8,1,chemical
PVQL,DD6,1,chemical
PVQL,HSNL,3,chemical
PVQL,HSNR,6,chemical
PVQL,LUAL,1,electrical
PVQL,PHAL,1,electrical
PVQL,PHBL,3,electrical
PVQL,PVPL,1,chemical
PVQL,PVPL,8,electrical
PVQL,PVQR,46,electrical
PVQL,RMGL,1,chemical
PVQR,ADAR,2,electrical
PVQR,ADER,2,electrical
PVQR,AIAL,1,chemical
PVQR,AIAR,12,chemical
PVQR,AIMR,2,chemical
PVQR,ASER,2,chemical
PVQR,ASER,1,electrical
PVQR,ASJL,1,chemical
PVQR,ASJR,5,electrical
PVQR,ASKR,6,chemical
PVQR,ASKR,25,electrical
PVQR,AVBR,1,chemical
PVQR,AVFL,5,electrical
PVQR,AVFR,1,chemical
PVQR,AVFR,2,electrical
PVQR,AVHR,2,electrical
PVQR,AVL,2,chemical
PVQR,AWAR,4,chemical
PVQR,DA7,1,electrical
PVQR,DD1,1,chemical
PVQR,DD6,2,chemical
PVQR,DVC,7,electrical
PVQR,PHBR,4,electrical
PVQR,PVCL,1,electrical
PVQR,PVQL,46,electrical
PVQR,PVT,1,electrical
PVQR,PVWR,1,electrical
PVQR,RIFR,4,chemical
PVQR,RMGR,1,chemical
PVQR,VC2,1,chemical
PVQR,VD1,1,chemical
PVR,ADAR,1,chemical
PVR,ALML,3,electrical
PVR,ALMR,2,chemical
PVR,ALMR,3,electrical
PVR,ALNR,16,electrical
PVR,AVBL,17,chemical
PVR,AVBR,17,chemical
PVR,AVJL,11,chemical
PVR,AVJR,5,chemical
PVR,AVKL,1,chemical
PVR,AVM,4,electrical
PVR,BDUR,3,electrical
PVR,CEPVR,2,chemical
PVR,DA5,1,chemical
PVR,DA9,2,chemical
PVR,DA9,15,electrical
PVR,DB2,2,chemical
PVR,DB3,3,chemical
PVR,DB4,1,chemical
PVR,DB7,2,chemical
PVR,DB7,4,electrical
PVR,DVA,2,chemical
PVR,DVA,15,electrical
PVR,IL1DR,5,chemical
PVR,IL1VL,9,chemical
PVR,IL1VR,9,chemical
PVR,LUAL,6,electrical
PVR,LUAR,9,electrical
PVR,PDB,13,electrical
PVR,PDEL,8,electrical
PVR,PDER,9,electrical
PVR,PHAR,2,electrical
PVR,PHBR,1,electrical
PVR,PLMR,3,electrical
PVR,PVCL,4,chemical
PVR,PVCR,19,electrical
PVR,PVM,1,chemical
PVR,PVM,1,electrical
PVR,PVNR,5,electrical
PVR,PVR,1,chemical
PVR,PVWR,2,electrical
PVR,RIPL,16,chemical
PVR,RIPR,19,chemical
PVR,SABD,2,chemical
PVR,SDQR,5,chemical
PVR,URADL,3,chemical
PVR,VB3,2,chemical
PVR,VD13,1,electrical
PVT,AIBL,5,chemical
PVT,AIBR,10,chemical
PVT,AIBR,1,electrical
PVT,AVAR,2,electrical
PVT,AVDL,1,electrical
PVT,AVG,4,electrical
PVT,AVHR,2,electrical
PVT,AVJR,1,electrical
PVT,AVKL,7,chemical
PVT,AVKL,5,electrical
PVT,AVKR,8,chemical
PVT,AVKR,1,electrical
PVT,AVL,3,chemical
PVT,AVL,6,electrical
PVT,DD6,3,electrical
PVT,DVA,8,electrical
PVT,DVB,3,electrical
PVT,DVC,3,chemical
PVT,DVC,11,electrical
PVT,LUAR,4,electrical
PVT,PHBR,1,electrical
PVT,PVCR,4,electrical
PVT,PVNL,2,electrical
PVT,PVNR,3,electrical
PVT,PVPL,14,electrical
PVT,PVPR,17,electrical
PVT,PVQR,1,electrical
PVT,PVWR,2,electrical
PVT,RIGL,1,chemical
PVT,RIGR,6,chemical
PVT,RIH,2,chemical
PVT,RIS,1,chemical
PVT,RMEV,4,chemical
PVT,RMEV,1,electrical
PVT,RMFL,3,chemical
PVT,RMFR,7,chemical
PVT,URAVL,1,electrical
PVT,VC3,1,electrical
PVT,VC6,2,electrical
PVT,VD11,3,electrical
PVT,VD12,4,electrical
PVT,VD13,17,electrical
PVWL,AVJL,3,electrical
PVWL,DA8,1,electrical
PVWL,LUAR,3,electrical
PVWL,PLNL,1,electrical
PVWL,PQR,2,electrical
PVWL,PVCL,1,chemical
PVWL,PVCL,4,electrical
PVWL,PVCR,1,chemical
PVWL,PVCR,10,electrical
PVWL,PVPR,1,electrical
PVWL,PVT,1,chemical
PVWL,PVWR,1,chemical
PVWL,PVWR,2,electrical
PVWL,VD12,1,chemical
PVWL,VD12,6,electrical
PVWL,VD13,1,electrical
PVWR,AVAR,1,chemical
PVWR,AVAR,2,electrical
PVWR,AVDR,2,chemical
PVWR,AVDR,1,electrical
PVWR,AVJL,5,electrical
PVWR,AVJR,1,electrical
PVWR,AVL,3,electrical
PVWR,LUAR,1,chemical
PVWR,LUAR,3,electrical
PVWR,PHBR,1,electrical
PVWR,PVCR,10,electrical
PVWR,PVNR,6,electrical
PVWR,PVQR,1,electrical
PVWR,PVR,2,electrical
PVWR,PVT,2,electrical
PVWR,PVWL,2,electrical
PVWR,VA12,1,chemical
PVWR,VD13,2,electrical
RIAL,ADFL,1,electrical
RIAL,AINR,2,electrical
RIAL,AIZL,1,chemical
RIAL,AQR,4,chemical
RIAL,AVAL,2,chemical
RIAL,BAGR,2,chemical
RIAL,CEPDL,1,chemical
RIAL,RIAR,23,chemical
RIAL,RIBL,2,chemical
RIAL,RIBL,1,electrical
RIAL,RIML,2,chemical
RIAL,RIMR,2,chemical
RIAL,RIR,3,chemical
RIAL,RIVL,8,chemical
RIAL,RIVR,12,chemical
RIAL,RMDDL,48,chemical
RIAL,RMDDR,35,chemical
RIAL,RMDL,26,chemical
RIAL,RMDR,17,chemical
RIAL,RMDVL,48,chemical
RIAL,RMDVR,48,chemical
RIAL,SAADL,1,chemical
RIAL,SIADL,3,chemical
RIAL,SIAVR,2,chemical
RIAL,SMBDR,7,chemical
RIAL,SMDDL,22,chemical
RIAL,SMDDR,33,chemical
RIAL,SMDVL,14,chemical
RIAL,SMDVL,4,electrical
RIAL,SMDVR,32,chemical
RIAL,URXL,2,chemical
RIAR,ADFR,2,chemical
RIAR,AUAR,2,chemical
RIAR,AVAR,2,chemical
RIAR,CEPVL,1,chemical
RIAR,CEPVR,1,chemical
RIAR,IL1R,2,chemical
RIAR,RIAL,38,chemical
RIAR,RIAR,3,chemical
RIAR,RIBR,1,chemical
RIAR,RIVL,3,chemical
RIAR,RIVR,3,chemical
RIAR,RMDDL,48,chemical
RIAR,RMDDL,1,electrical
RIAR,RMDDR,53,chemical
RIAR,RMDDR,1,electrical
RIAR,RMDL,9,chemical
RIAR,RMDR,35,chemical
RIAR,RMDVL,57,chemical
RIAR,RMDVR,47,chemical
RIAR,SAADR,1,chemical
RIAR,SAAVR,1,electrical
RIAR,SIADR,4,chemical
RIAR,SIAVL,7,chemical
RIAR,SIAVL,1,electrical
RIAR,SIAVR,1,electrical
RIAR,SMBDR,2,chemical
RIAR,SMBVR,2,chemical
RIAR,SMDDL,32,chemical
RIAR,SMDDL,1,electrical
RIAR,SMDDR,26,chemical
RIAR,SMDVL,43,chemical
RIAR,SMDVR,26,chemical
RIAR,SMDVR,1,electrical
RIBL,AIBR,8,chemical
RIBL,AUAL,9,chemical
RIBL,AVAL,5,chemical
RIBL,AVBL,6,electrical
RIBL,AVBR,1,chemical
RIBL,AVBR,3,electrical
RIBL,AVDR,4,chemical
RIBL,AVEL,9,chemical
RIBL,AVER,14,chemical
RIBL,BAGR,3,chemical
RIBL,CEPVL,5,chemical
RIBL,DVC,1,chemical
RIBL,OLQDL,5,electrical
RIBL,OLQVL,2,electrical
RIBL,RIAL,6,chemical
RIBL,RIAL,1,electrical
RIBL,RIBL,3,electrical
RIBL,RIBR,15,electrical
RIBL,RIGL,1,chemical
RIBL,RIGL,3,electrical
RIBL,RIML,1,chemical
RIBL,RIS,5,chemical
RIBL,RMDR,1,chemical
RIBL,RMEV,2,electrical
RIBL,SIADL,2,electrical
RIBL,SIAVL,1,electrical
RIBL,SIBDL,5,electrical
RIBL,SIBVL,1,electrical
RIBL,SIBVR,2,electrical
RIBL,SMDDL,3,electrical
RIBL,SMDVR,6,chemical
RIBL,URYDL,3,chemical
RIBR,AIBL,3,chemical
RIBR,AINL,1,chemical
RIBR,AIZR,2,chemical
RIBR,AUAR,2,chemical
RIBR,AVAR,6,chemical
RIBR,AVBL,2,chemical
RIBR,AVBL,2,electrical
RIBR,AVBR,3,electrical
RIBR,AVEL,6,chemical
RIBR,AVER,4,chemical
RIBR,BAGL,8,chemical
RIBR,OLLR,1,chemical
RIBR,OLQDR,5,electrical
RIBR,OLQVR,6,electrical
RIBR,RIAR,8,chemical
RIBR,RIBL,15,electrical
RIBR,RIBR,5,electrical
RIBR,RIGR,5,chemical
RIBR,RIGR,2,electrical
RIBR,RIH,2,chemical
RIBR,RIS,1,chemical
RIBR,RMDVR,1,chemical
RIBR,RMED,1,chemical
RIBR,SIADR,3,electrical
RIBR,SIAVR,2,electrical
RIBR,SIBDR,2,electrical
RIBR,SIBVR,6,electrical
RIBR,SMBDR,2,electrical
RIBR,SMDDL,2,chemical
RIBR,SMDDL,4,electrical
RIBR,SMDDR,2,electrical
RIBR,SMDVL,2,chemical
RIBR,SMDVR,2,chemical
RIBR,URYVR,2,chemical
RICL,ADAL,1,chemical
RICL,ADAR,7,chemical
RICL,ADLR,2,chemical
RICL,ASHL,5,electrical
RICL,AVAL,15,chemical
RICL,AVAR,18,chemical
RICL,AVKR,4,electrical
RICL,AWBR,4,electrical
RICL,CEPDL,1,chemical
RICL,CEPVL,2,chemical
RICL,OLQVL,1,chemical
RICL,RICR,2,chemical
RICL,RIML,1,chemical
RICL,RIMR,8,chemical
RICL,RIVR,4,chemical
RICL,RMFR,2,chemical
RICL,SAAVL,2,chemical
RICL,SMBDL,5,chemical
RICL,SMBDR,1,chemical
RICL,SMDDL,11,chemical
RICL,SMDDR,8,chemical
RICL,SMDVR,1,chemical
RICL,URBR,2,chemical
RICR,ADAR,2,chemical
RICR,AIBL,2,chemical
RICR,AIBR,2,chemical
RICR,AIBR,1,electrical
RICR,AIZL,6,chemical
RICR,ASHR,4,electrical
RICR,AVAL,15,chemical
RICR,AVAR,13,chemical
RICR,AVKR,1,chemical
RICR,CEPDL,1,chemical
RICR,CEPDR,1,chemical
RICR,RICL,3,chemical
RICR,RIML,10,chemical
RICR,RIMR,1,chemical
RICR,RIVL,1,chemical
RICR,RMFL,1,chemical
RICR,RMGL,1,chemical
RICR,RMHR,1,electrical
RICR,SMBDR,3,chemical
RICR,SMDDL,9,chemical
RICR,SMDDR,9,chemical
RICR,SMDVL,6,chemical
RICR,SMDVR,3,chemical
RICR,URBR,2,chemical
RICR,URXR,1,electrical
RICR,VB1,7,chemical
RID,ALA,4,electrical
RID,AVBL,2,electrical
RID,AVBR,7,electrical
RID,DA2,1,chemical
RID,DA6,2,chemical
RID,DB1,1,chemical
RID,DB1,2,electrical
RID,DB3,1,electrical
RID,DD1,3,chemical
RID,DD2,2,chemical
RID,FLPL,1,chemical
RID,RID,5,electrical
RID,RMED,5,chemical
RID,VD5,1,chemical
RIFL,ALML,5,chemical
RIFL,AVBL,26,chemical
RIFL,AVBR,1,chemical
RIFL,AVDL,1,electrical
RIFL,AVER,1,electrical
RIFL,AVHR,1,chemical
RIFL,AVJR,8,chemical
RIFL,HSNL,1,electrical
RIFL,PVPL,8,chemical
RIFL,RIML,7,chemical
RIFR,ADLR,1,chemical
RIFR,AIZL,1,chemical
RIFR,ASHR,6,chemical
RIFR,AVBL,1,chemical
RIFR,AVBR,35,chemical
RIFR,AVFL,1,chemical
RIFR,AVG,3,electrical
RIFR,AVJL,2,chemical
RIFR,AVJL,1,electrical
RIFR,AVJR,2,chemical
RIFR,AWBR,2,chemical
RIFR,CEPVR,2,chemical
RIFR,DD1,2,electrical
RIFR,HSNL,2,chemical
RIFR,HSNR,3,chemical
RIFR,PVCL,1,chemical
RIFR,PVCR,1,chemical
RIFR,PVPR,6,chemical
RIFR,RIAR,1,chemical
RIFR,RIFL,1,chemical
RIFR,RIMR,10,chemical
RIFR,RIPR,2,chemical
RIFR,RMGR,1,electrical
RIFR,URXR,3,chemical
RIGL,ADFL,1,chemical
RIGL,ADLL,2,chemical
RIGL,AIBR,4,chemical
RIGL,AIBR,3,electrical
RIGL,AIZL,10,chemical
RIGL,AIZL,1,electrical
RIGL,AIZR,2,chemical
RIGL,ALNL,6,chemical
RIGL,AVEL,7,chemical
RIGL,AVER,1,chemical
RIGL,AVKL,2,electrical
RIGL,AVKR,17,chemical
RIGL,BAGL,1,electrical
RIGL,BAGR,3,chemical
RIGL,DVA,1,chemical
RIGL,OLLL,3,electrical
RIGL,OLQDL,3,electrical
RIGL,OLQVL,2,chemical
RIGL,OLQVL,2,electrical
RIGL,PVPL,2,chemical
RIGL,PVPL,2,electrical
RIGL,RIBL,3,chemical
RIGL,RIBL,3,electrical
RIGL,RIGR,81,electrical
RIGL,RIH,2,chemical
RIGL,RIR,8,chemical
RIGL,RMEL,2,electrical
RIGL,RMFL,1,electrical
RIGL,RMGL,6,chemical
RIGL,RMHR,23,chemical
RIGL,URXL,6,chemical
RIGL,URYDL,4,electrical
RIGL,URYVL,3,electrical
RIGL,VD1,3,electrical
RIGR,ADEL,1,electrical
RIGR,AFDR,1,chemical
RIGR,AIBL,2,chemical
RIGR,AIBL,3,electrical
RIGR,AIZR,5,chemical
RIGR,ALNR,3,chemical
RIGR,AQR,3,electrical
RIGR,AVDL,1,chemical
RIGR,AVER,4,chemical
RIGR,AVKL,21,chemical
RIGR,AVKL,1,electrical
RIGR,AVKR,5,chemical
RIGR,AVKR,2,electrical
RIGR,BAGL,2,chemical
RIGR,BAGL,2,electrical
RIGR,DVA,4,chemical
RIGR,DVC,2,chemical
RIGR,OLLR,5,electrical
RIGR,OLQDR,4,electrical
RIGR,OLQVR,2,chemical
RIGR,OLQVR,6,electrical
RIGR,PVT,5,chemical
RIGR,RIAR,3,chemical
RIGR,RIBR,2,chemical
RIGR,RIBR,2,electrical
RIGR,RIGL,81,electrical
RIGR,RIR,5,chemical
RIGR,RMFL,1,electrical
RIGR,RMHL,17,chemical
RIGR,URXR,3,chemical
RIGR,URYDR,3,electrical
RIGR,URYVR,2,chemical
RIGR,VD1,2,electrical
RIH,ADFR,3,chemical
RIH,ADFR,1,electrical
RIH,AIYL,3,chemical
RIH,AIYR,4,chemical
RIH,AIZL,12,chemical
RIH,AIZL,1,electrical
RIH,AIZR,19,chemical
RIH,AUAR,2,chemical
RIH,BAGL,2,chemical
RIH,BAGR,5,chemical
RIH,CEPDL,6,chemical
RIH,CEPVL,3,chemical
RIH,CEPVL,1,electrical
RIH,CEPVR,6,chemical
RIH,FLPL,1,electrical
RIH,IL2L,2,chemical
RIH,IL2R,3,chemical
RIH,IL2VL,4,chemical
RIH,IL2VR,5,chemical
RIH,OLQDL,11,chemical
RIH,OLQDR,7,chemical
RIH,OLQDR,2,electrical
RIH,OLQVL,13,chemical
RIH,OLQVR,7,chemical
RIH,RIAL,34,chemical
RIH,RIAR,36,chemical
RIH,RIBL,18,chemical
RIH,RIBR,15,chemical
RIH,RIPL,18,chemical
RIH,RIPR,7,chemical
RIH,RMER,6,chemical
RIH,RMEV,10,chemical
RIH,URAVR,1,chemical
RIH,URYVR,4,chemical
RIML,AIBL,1,chemical
RIML,AIBR,22,chemical
RIML,AIBR,2,electrical
RIML,AIYL,5,electrical
RIML,AVAL,5,chemical
RIML,AVAR,2,chemical
RIML,AVAR,8,electrical
RIML,AVBL,9,chemical
RIML,AVBR,11,chemical
RIML,AVEL,10,electrical
RIML,AVER,5,chemical
RIML,AVER,9,electrical
RIML,AVKR,1,chemical
RIML,RIAL,3,chemical
RIML,RIBL,9,chemical
RIML,RICR,1,chemical
RIML,RIML,11,chemical
RIML,RIMR,2,chemical
RIML,RIS,2,electrical
RIML,RMDL,9,chemical
RIML,RMDL,1,electrical
RIML,RMDR,21,chemical
RIML,RMFL,2,chemical
RIML,RMFL,3,electrical
RIML,RMFR,2,chemical
RIML,SAADL,1,chemical
RIML,SAADR,4,chemical
RIML,SAAVL,10,chemical
RIML,SAAVR,10,chemical
RIML,SIADL,1,electrical
RIML,SMDDL,11,chemical
RIML,SMDDR,14,chemical
RIML,SMDVL,11,chemical
RIML,VB1,8,chemical
RIMR,ADAR,9,chemical
RIMR,AIBL,15,chemical
RIMR,AIBL,1,electrical
RIMR,AIYR,3,electrical
RIMR,AVAL,9,chemical
RIMR,AVAL,11,electrical
RIMR,AVAR,2,electrical
RIMR,AVBL,9,chemical
RIMR,AVBR,12,chemical
RIMR,AVEL,7,electrical
RIMR,AVER,11,electrical
RIMR,AVJL,4,chemical
RIMR,AVKL,1,chemical
RIMR,AVKR,1,electrical
RIMR,RIBR,4,chemical
RIMR,RIML,4,chemical
RIMR,RIS,2,chemical
RIMR,RIS,2,electrical
RIMR,RMDL,15,chemical
RIMR,RMDR,12,chemical
RIMR,RMFL,1,chemical
RIMR,RMFR,7,chemical
RIMR,SAAVL,11,chemical
RIMR,SAAVR,8,chemical
RIMR,SIADR,1,electrical
RIMR,SMDDL,9,chemical
RIMR,SMDDR,14,chemical
RIMR,SMDVL,2,chemical
RIMR,SMDVR,3,chemical
RIMR,VB1,2,chemical
RIPL,ADFL,2,electrical
RIPL,I1L,2,electrical
RIPL,IL1L,1,electrical
RIPL,OLQDR,2,chemical
RIPL,OLQVL,1,chemical
RIPL,RIH,2,chemical
RIPL,RIPL,2,chemical
RIPL,RIPL,4,electrical
RIPL,RIPR,2,electrical
RIPL,RMED,2,electrical
RIPL,URAVL,1,electrical
RIPR,AVBR,2,chemical
RIPR,I1R,2,electrical
RIPR,OLQDR,3,chemical
RIPR,OLQVR,2,chemical
RIPR,RIH,1,chemical
RIPR,RIPL,2,electrical
RIPR,RMED,4,electrical
RIPR,URAVR,1,chemical
RIR,ADAR,1,chemical
RIR,ADFL,1,chemical
RIR,ADFR,4,chemical
RIR,AFDR,1,chemical
RIR,AIMR,1,chemical
RIR,AIZL,12,chemical
RIR,AIZR,15,chemical
RIR,AQR,2,chemical
RIR,ASHL,1,chemical
RIR,ASHR,1,chemical
RIR,AUAL,7,chemical
RIR,AVEL,4,chemical
RIR,AWBR,1,chemical
RIR,BAGL,4,electrical
RIR,BAGR,1,chemical
RIR,BAGR,5,electrical
RIR,DVA,9,chemical
RIR,HSNL,1,chemical
RIR,PVPL,2,chemical
RIR,PVPR,1,chemical
RIR,RIAL,11,chemical
RIR,RIAR,4,chemical
RIR,RIGL,2,chemical
RIR,RIGR,4,chemical
RIR,RMGL,1,chemical
RIR,RMGR,1,chemical
RIR,URXL,9,chemical
RIR,URXR,6,chemical
RIS,AIBL,1,electrical
RIS,AIBR,3,electrical
RIS,AVEL,17,chemical
RIS,AVEL,3,electrical
RIS,AVER,18,chemical
RIS,AVJL,15,electrical
RIS,AVKL,6,chemical
RIS,AVKR,13,chemical
RIS,AVL,9,chemical
RIS,CEPDL,4,chemical
RIS,CEPVL,7,chemical
RIS,CEPVR,4,chemical
RIS,OLLR,5,chemical
RIS,RIBL,8,chemical
RIS,RIBR,18,chemical
RIS,RIML,10,chemical
RIS,RIML,2,electrical
RIS,RIMR,15,chemical
RIS,RIMR,2,electrical
RIS,RIS,3,chemical
RIS,RMDDL,1,chemical
RIS,RMDDR,1,chemical
RIS,RMDL,10,chemical
RIS,RMDR,16,chemical
RIS,RMDR,1,electrical
RIS,RMEV,3,chemical
RIS,RMEV,1,electrical
RIS,SMDDL,1,chemical
RIS,SMDDL,2,electrical
RIS,SMDDR,6,chemical
RIS,SMDDR,5,electrical
RIS,SMDVL,1,chemical
RIS,SMDVL,2,electrical
RIS,SMDVR,1,chemical
RIS,URYDR,1,chemical
RIS,URYVL,1,chemical
RIS,URYVR,5,chemical
RIVL,ASGL,1,chemical
RIVL,ASGL,2,electrical
RIVL,ASJL,1,chemical
RIVL,ASJL,1,electrical
RIVL,RIAL,5,chemical
RIVL,RIAR,2,chemical
RIVL,RIVR,28,electrical
RIVL,RMDL,4,chemical
RIVL,RMDVL,5,chemical
RIVL,SAADR,11,chemical
RIVL,SAADR,2,electrical
RIVL,SDQR,5,electrical
RIVL,SIAVR,5,chemical
RIVL,SIBVR,1,electrical
RIVL,SMDDR,8,chemical
RIVL,SMDVL,2,chemical
RIVL,SMDVL,2,electrical
RIVR,AIBR,3,electrical
RIVR,RIAL,6,chemical
RIVR,RIAR,2,chemical
RIVR,RIVL,8,chemical
RIVR,RIVL,28,electrical
RIVR,RMDDL,1,chemical
RIVR,RMDR,4,chemical
RIVR,RMDVR,1,chemical
RIVR,RMHR,2,chemical
RIVR,SAADL,12,chemical
RIVR,SAADL,1,electrical
RIVR,SDQR,3,electrical
RIVR,SIAVL,5,chemical
RIVR,SIBVL,1,chemical
RIVR,SMBDL,1,chemical
RIVR,SMDDL,6,chemical
RIVR,SMDVR,3,chemical
RIVR,SMDVR,8,electrical
RMDDL,AVER,1,chemical
RMDDL,AVER,2,electrical
RMDDL,CEPVL,2,chemical
RMDDL,IL1DR,2,chemical
RMDDL,IL1R,9,chemical
RMDDL,IL1VL,1,electrical
RMDDL,OLQVL,3,electrical
RMDDL,RIAL,1,chemical
RMDDL,RIAR,1,electrical
RMDDL,RMDL,1,electrical
RMDDL,RMDVL,1,chemical
RMDDL,RMDVL,2,electrical
RMDDL,RMDVR,22,chemical
RMDDL,RMEV,2,chemical
RMDDL,RMHL,1,chemical
RMDDL,SIBDR,1,electrical
RMDDL,SMDDL,3,electrical
RMDDR,ALML,2,electrical
RMDDR,RIAR,1,electrical
RMDDR,RMDDL,1,chemical
RMDDR,RMDL,1,electrical
RMDDR,RMDVL,26,chemical
RMDDR,RMDVR,3,chemical
RMDDR,RMDVR,5,electrical
RMDDR,RMGL,1,electrical
RMDDR,SAADR,1,electrical
RMDDR,SIADL,1,electrical
RMDDR,SMDDR,1,electrical
RMDL,ADEL,1,chemical
RMDL,ADER,3,chemical
RMDL,AVKR,1,chemical
RMDL,CEPVL,1,chemical
RMDL,IL1L,1,chemical
RMDL,IL1R,1,chemical
RMDL,IL2L,2,electrical
RMDL,OLLL,1,chemical
RMDL,OLLR,3,chemical
RMDL,RIAL,20,chemical
RMDL,RIAR,22,chemical
RMDL,RIBR,1,chemical
RMDL,RIML,3,chemical
RMDL,RIML,1,electrical
RMDL,RIS,1,chemical
RMDL,RIVL,1,chemical
RMDL,RMDDL,1,electrical
RMDL,RMDDR,7,chemical
RMDL,RMDDR,1,electrical
RMDL,RMDR,8,chemical
RMDL,RMDVL,2,chemical
RMDL,RMDVL,1,electrical
RMDL,RMDVR,3,chemical
RMDL,RMER,3,chemical
RMDL,RMER,1,electrical
RMDL,RMFR,1,chemical
RMDL,RMHL,3,chemical
RMDL,RMHR,1,chemical
RMDL,SIAVR,1,electrical
RMDL,SIBDR,3,chemical
RMDL,SIBVL,2,electrical
RMDL,SMBVR,2,chemical
RMDL,SMDDL,2,electrical
RMDL,SMDDR,1,chemical
RMDL,URXR,1,chemical
RMDR,AVAR,2,electrical
RMDR,AVER,5,electrical
RMDR,AVKR,1,chemical
RMDR,IL1L,2,chemical
RMDR,OLLR,2,chemical
RMDR,RIAL,14,chemical
RMDR,RIAR,21,chemical
RMDR,RIMR,1,chemical
RMDR,RIS,1,chemical
RMDR,RIS,1,electrical
RMDR,RMDDL,6,chemical
RMDR,RMDL,11,chemical
RMDR,RMDVL,9,chemical
RMDR,RMDVR,1,electrical
RMDR,RMGL,1,chemical
RMDR,SIAVL,1,chemical
RMDR,SMDDR,1,chemical
RMDVL,AUAL,2,electrical
RMDVL,AVER,2,chemical
RMDVL,AVER,1,electrical
RMDVL,CEPDL,2,chemical
RMDVL,IL1R,2,chemical
RMDVL,IL2VR,1,chemical
RMDVL,OLQDL,1,electrical
RMDVL,OLQVR,3,chemical
RMDVL,OLQVR,2,electrical
RMDVL,RMDDL,2,electrical
RMDVL,RMDDR,41,chemical
RMDVL,RMDL,1,electrical
RMDVL,RMDR,2,chemical
RMDVL,RMDVR,1,chemical
RMDVL,SAAVL,3,electrical
RMDVL,SIAVR,2,chemical
RMDVL,SIAVR,1,electrical
RMDVL,SIBVR,1,chemical
RMDVL,URYVR,1,chemical
RMDVR,AFDR,1,electrical
RMDVR,AVAR,1,chemical
RMDVR,AVAR,1,electrical
RMDVR,AVEL,2,electrical
RMDVR,AVER,7,electrical
RMDVR,IL1DR,1,chemical
RMDVR,IL1DR,1,electrical
RMDVR,IL1L,1,chemical
RMDVR,OLQDR,1,electrical
RMDVR,OLQVL,2,chemical
RMDVR,RIAR,1,chemical
RMDVR,RMDDL,43,chemical
RMDVR,RMDDR,5,electrical
RMDVR,RMDR,1,electrical
RMDVR,RMDVR,2,chemical
RMDVR,SAADL,1,electrical
RMDVR,SAAVR,9,electrical
RMDVR,SIAVL,2,chemical
RMDVR,SIAVL,1,electrical
RMDVR,SIBDR,1,chemical
RMDVR,SIBVL,1,chemical
RMDVR,SMBDR,1,chemical
RMDVR,SMDVR,8,electrical
RMDVR,URAVL,8,chemical
RMDVR,URYVL,2,chemical
RMED,AIBL,2,electrical
RMED,IL1VL,3,electrical
RMED,IL2DR,1,electrical
RMED,RIBL,1,chemical
RMED,RIBR,1,chemical
RMED,RIPL,2,electrical
RMED,RIPR,4,electrical
RMED,RMED,1,chemical
RMED,RMEV,6,electrical
RMED,SMDDL,1,chemical
RMED,SMDDR,4,chemical
RMEL,IL1R,2,chemical
RMEL,OLLR,1,chemical
RMEL,RIGL,2,electrical
RMEL,RIPR,1,chemical
RMEL,RMEV,1,chemical
RMEL,RMEV,4,electrical
RMER,IL1L,4,chemical
RMER,IL1L,1,electrical
RMER,IL2L,2,electrical
RMER,RMDL,1,electrical
RMER,RMER,5,chemical
RMER,RMEV,1,electrical
RMER,RMHR,3,chemical
RMEV,AVEL,1,electrical
RMEV,AVER,1,electrical
RMEV,IL1DL,1,electrical
RMEV,IL1DR,4,electrical
RMEV,PVT,1,electrical
RMEV,RIBL,2,electrical
RMEV,RIBR,2,chemical
RMEV,RIH,2,chemical
RMEV,RIS,1,chemical
RMEV,RIS,1,electrical
RMEV,RMDDL,1,chemical
RMEV,RMDDR,1,chemical
RMEV,RMED,1,chemical
RMEV,RMED,6,electrical
RMEV,RMEL,4,electrical
RMEV,RMER,1,electrical
RMEV,SMDDR,1,chemical
RMEV,SMDVL,1,chemical
RMEV,SMDVL,1,electrical
RMFL,AVKL,9,chemical
RMFL,AVKR,14,chemical
RMFL,BAGL,1,chemical
RMFL,DVC,1,chemical
RMFL,PVT,3,chemical
RMFL,RIBR,1,chemical
RMFL,RIGL,1,electrical
RMFL,RIGR,1,electrical
RMFL,RIML,3,electrical
RMFL,RIMR,2,chemical
RMFL,RIS,1,chemical
RMFL,RMDR,13,chemical
RMFL,RMHL,2,chemical
